customer_id,statement_month,limit_balance,default_next_month,split,pd_logistic_regression,pd_decision_tree,pd_random_forest,pd_gradient_boosting,selected_model,predicted_pd,risk_band
43,2025-09,144000.0,0,train,0.009372220378990973,0.015909090909090907,0.0370237607662289,0.07953327087090435,logistic_regression,0.009372220378990973,A
44,2025-05,73000.0,0,train,0.26271840144902875,0.5192307692307693,0.3059612594556709,0.2969984589638604,logistic_regression,0.26271840144902875,E
45,2025-01,100000.0,0,train,0.10653532562108509,0.2073170731707317,0.16246650148479735,0.1291615927344983,logistic_regression,0.10653532562108509,D
46,2025-12,121000.0,0,test,0.05795390839668247,0.07272727272727272,0.10074602691780912,0.1700056826310251,logistic_regression,0.05795390839668247,C
47,2025-06,182000.0,0,train,0.022573423497655676,0.058394160583941604,0.052419165825712294,0.07953327087090435,logistic_regression,0.022573423497655676,A
48,2025-11,38000.0,1,test,0.251799997759751,0.1504424778761062,0.15919407380718192,0.1493864264040891,logistic_regression,0.251799997759751,E
49,2025-09,55000.0,0,test,0.11759557609237994,0.1504424778761062,0.11280131876526937,0.12300402933802419,logistic_regression,0.11759557609237994,D
50,2025-10,72000.0,0,train,0.5158309963948482,0.4418604651162791,0.5092180400763251,0.43383720034259593,logistic_regression,0.5158309963948482,E
51,2025-10,78000.0,0,test,0.03165286031278193,0.015909090909090907,0.03626589054180837,0.08706756598003025,logistic_regression,0.03165286031278193,B
52,2025-03,57000.0,1,train,0.8354049579701995,0.7288135593220338,0.5088957631144289,0.47487039497252903,logistic_regression,0.8354049579701995,E
53,2025-05,122000.0,0,train,0.08510222471496541,0.07272727272727272,0.11465724027822828,0.20412278325851954,logistic_regression,0.08510222471496541,C
54,2025-06,97000.0,0,train,0.022822347138154887,0.015909090909090907,0.05041509635613701,0.07953327087090435,logistic_regression,0.022822347138154887,A
55,2025-06,156000.0,0,train,0.018109639665883543,0.04040404040404041,0.0520230836930599,0.07953327087090435,logistic_regression,0.018109639665883543,A
56,2025-01,97000.0,0,train,0.014805922209285621,0.015909090909090907,0.033785796257990115,0.07953327087090435,logistic_regression,0.014805922209285621,A
57,2025-07,67000.0,0,train,0.07146567499967668,0.04040404040404041,0.06910129520063765,0.08706756598003025,logistic_regression,0.07146567499967668,C
58,2025-02,82000.0,1,train,0.5070385005106205,0.4418604651162791,0.36755307742442483,0.35855029762746055,logistic_regression,0.5070385005106205,E
59,2025-09,119000.0,0,train,0.1103419678196645,0.16091954022988506,0.17043268731536454,0.27680609904170383,logistic_regression,0.1103419678196645,D
60,2025-09,67000.0,0,train,0.048441171802909695,0.058394160583941604,0.06472783447974687,0.08221641103248632,logistic_regression,0.048441171802909695,C
61,2025-12,95000.0,0,train,0.011195605215671358,0.015909090909090907,0.018437756116045322,0.07953327087090435,logistic_regression,0.011195605215671358,A
62,2025-09,41000.0,0,train,0.05012976034738032,0.058394160583941604,0.06455267673936126,0.08221641103248632,logistic_regression,0.05012976034738032,C
63,2025-05,101000.0,1,train,0.8965650021586932,0.4418604651162791,0.42501636383203434,0.5289970096012291,logistic_regression,0.8965650021586932,E
64,2025-12,46000.0,0,train,0.05987631189107696,0.015909090909090907,0.04468885141325797,0.07953327087090435,logistic_regression,0.05987631189107696,C
65,2025-05,45000.0,0,train,0.10081392701217852,0.058394160583941604,0.11159255807527496,0.08221641103248632,logistic_regression,0.10081392701217852,D
66,2025-04,118000.0,0,train,0.052734231797800506,0.058394160583941604,0.1024063904337652,0.10085659033985375,logistic_regression,0.052734231797800506,C
67,2025-11,79000.0,1,train,0.5586078424694191,0.4418604651162791,0.4105675565483417,0.43383720034259593,logistic_regression,0.5586078424694191,E
68,2025-05,40000.0,0,test,0.028761966135743097,0.058394160583941604,0.03449130174846722,0.07953327087090435,logistic_regression,0.028761966135743097,B
69,2025-01,70000.0,1,test,0.26486701359743775,0.5192307692307693,0.31552441085020916,0.27680609904170383,logistic_regression,0.26486701359743775,E
70,2025-06,43000.0,1,train,0.6324415403706725,0.7288135593220338,0.4253710532360083,0.45033155496271227,logistic_regression,0.6324415403706725,E
71,2025-10,86000.0,1,test,0.3990342493819633,0.2073170731707317,0.20844791385144473,0.1332765767634628,logistic_regression,0.3990342493819633,E
72,2025-03,61000.0,1,train,0.5275420031542403,0.7288135593220338,0.4393813768157119,0.35855029762746055,logistic_regression,0.5275420031542403,E
73,2025-06,30000.0,0,train,0.4310815398358279,0.2,0.2483070695348754,0.2601337071826434,logistic_regression,0.4310815398358279,E
74,2025-02,55000.0,0,test,0.04723591516759254,0.04040404040404041,0.06788041294501934,0.07953327087090435,logistic_regression,0.04723591516759254,B
75,2025-09,35000.0,0,train,0.2560563306641688,0.3516483516483517,0.22768991918516232,0.1493864264040891,logistic_regression,0.2560563306641688,E
76,2025-06,113000.0,0,test,0.04234306464607442,0.058394160583941604,0.06386816381748849,0.07953327087090435,logistic_regression,0.04234306464607442,B
77,2025-04,55000.0,0,train,0.03758086326812723,0.015909090909090907,0.026867491251854867,0.07953327087090435,logistic_regression,0.03758086326812723,B
78,2025-03,36000.0,0,test,0.15721378925996823,0.04040404040404041,0.06057951204717418,0.10667976009525251,logistic_regression,0.15721378925996823,D
79,2025-07,57000.0,0,test,0.02253321432740231,0.015909090909090907,0.030606974380758895,0.07953327087090435,logistic_regression,0.02253321432740231,A
80,2025-09,157000.0,0,train,0.030371979666890026,0.058394160583941604,0.061316564714381794,0.08221641103248632,logistic_regression,0.030371979666890026,B
81,2025-12,46000.0,0,test,0.0961288098824033,0.058394160583941604,0.10530142348499176,0.07953327087090435,logistic_regression,0.0961288098824033,D
82,2025-06,149000.0,0,train,0.027091304698911422,0.04040404040404041,0.03792126209124965,0.07953327087090435,logistic_regression,0.027091304698911422,B
83,2025-02,39000.0,0,train,0.04248885620243426,0.058394160583941604,0.06537450457492737,0.07953327087090435,logistic_regression,0.04248885620243426,B
84,2025-10,129000.0,0,test,0.009750227560807883,0.015909090909090907,0.026078667849557702,0.07953327087090435,logistic_regression,0.009750227560807883,A
85,2025-08,42000.0,0,test,0.13143754047993883,0.058394160583941604,0.13149933736153815,0.08221641103248632,logistic_regression,0.13143754047993883,D
86,2025-09,140000.0,0,train,0.016990677666299074,0.058394160583941604,0.05871325364868762,0.07953327087090435,logistic_regression,0.016990677666299074,A
87,2025-02,123000.0,0,train,0.22510838063405927,0.16091954022988506,0.3043753115264925,0.2442846299548746,logistic_regression,0.22510838063405927,E
88,2025-04,156000.0,0,test,0.19148634276980717,0.2,0.17738404493851176,0.20412278325851954,logistic_regression,0.19148634276980717,D
89,2025-10,105000.0,0,test,0.019496404693480303,0.015909090909090907,0.044937813271901494,0.07953327087090435,logistic_regression,0.019496404693480303,A
90,2025-10,52000.0,0,train,0.31045828158748706,0.28,0.22027032443195002,0.25684161160118674,logistic_regression,0.31045828158748706,E
91,2025-06,88000.0,1,train,0.13983313353691687,0.5192307692307693,0.3175047496673387,0.2124946185340709,logistic_regression,0.13983313353691687,D
92,2025-10,66000.0,1,train,0.8958738732100535,0.7288135593220338,0.5619819735926064,0.47487039497252903,logistic_regression,0.8958738732100535,E
93,2025-11,70000.0,0,train,0.05083776676723421,0.058394160583941604,0.06102802681874547,0.08221641103248632,logistic_regression,0.05083776676723421,C
94,2025-05,140000.0,0,train,0.07097231660749256,0.2073170731707317,0.0675681984656867,0.1291615927344983,logistic_regression,0.07097231660749256,C
95,2025-11,34000.0,0,test,0.04245677904024107,0.058394160583941604,0.02792163918200946,0.07953327087090435,logistic_regression,0.04245677904024107,B
96,2025-04,141000.0,0,train,0.03702077568842279,0.04040404040404041,0.060873008560222,0.0976298370716967,logistic_regression,0.03702077568842279,B
97,2025-03,58000.0,0,train,0.06729566517530428,0.058394160583941604,0.08106767476331532,0.08221641103248632,logistic_regression,0.06729566517530428,C
98,2025-09,83000.0,0,train,0.03760117058264216,0.015909090909090907,0.0434978607029103,0.10667976009525251,logistic_regression,0.03760117058264216,B
99,2025-08,137000.0,1,train,0.04123495955543781,0.04040404040404041,0.08179739189548603,0.0976298370716967,logistic_regression,0.04123495955543781,B
100,2025-02,44000.0,0,test,0.06544614017489371,0.058394160583941604,0.07878547508086926,0.07953327087090435,logistic_regression,0.06544614017489371,C
101,2025-10,74000.0,0,test,0.1718602287759294,0.2,0.20444510118412798,0.20412278325851954,logistic_regression,0.1718602287759294,D
102,2025-03,90000.0,0,train,0.04014405983572935,0.015909090909090907,0.0428493174079721,0.08706756598003025,logistic_regression,0.04014405983572935,B
103,2025-10,59000.0,0,train,0.2086233658445154,0.3516483516483517,0.19937234049343797,0.1700056826310251,logistic_regression,0.2086233658445154,D
104,2025-01,51000.0,1,train,0.7323593206368938,0.7288135593220338,0.5070501223445988,0.47487039497252903,logistic_regression,0.7323593206368938,E
105,2025-10,60000.0,0,train,0.05390548462960407,0.058394160583941604,0.09046729317836628,0.07953327087090435,logistic_regression,0.05390548462960407,C
106,2025-10,56000.0,0,train,0.07708756264921787,0.058394160583941604,0.06751224625707182,0.07953327087090435,logistic_regression,0.07708756264921787,C
107,2025-10,50000.0,0,test,0.1560580826774627,0.1504424778761062,0.17469552023058027,0.13405661737202235,logistic_regression,0.1560580826774627,D
108,2025-08,183000.0,0,train,0.021465121707336544,0.058394160583941604,0.07201333254750865,0.07953327087090435,logistic_regression,0.021465121707336544,A
109,2025-06,113000.0,0,test,0.18056968882041305,0.2,0.14033041292025436,0.1700056826310251,logistic_regression,0.18056968882041305,D
110,2025-09,35000.0,0,test,0.08609452047397273,0.058394160583941604,0.07344446749298027,0.07953327087090435,logistic_regression,0.08609452047397273,C
111,2025-04,184000.0,0,train,0.1875175766018061,0.16091954022988506,0.1860703581179821,0.27680609904170383,logistic_regression,0.1875175766018061,D
112,2025-10,99000.0,1,train,0.05655263048184787,0.058394160583941604,0.0955607617169928,0.08221641103248632,logistic_regression,0.05655263048184787,C
113,2025-07,37000.0,0,train,0.14688136477497876,0.058394160583941604,0.09275063177771516,0.08706756598003025,logistic_regression,0.14688136477497876,D
114,2025-06,33000.0,0,test,0.03230010023542965,0.015909090909090907,0.04015849540750597,0.07953327087090435,logistic_regression,0.03230010023542965,B
115,2025-07,102000.0,0,train,0.036054673432932956,0.058394160583941604,0.07301078457782272,0.07953327087090435,logistic_regression,0.036054673432932956,B
116,2025-07,36000.0,0,train,0.09074781525977936,0.04040404040404041,0.06305068376808814,0.0976298370716967,logistic_regression,0.09074781525977936,C
117,2025-01,86000.0,0,test,0.06234756769259711,0.058394160583941604,0.07914944004566604,0.08221641103248632,logistic_regression,0.06234756769259711,C
118,2025-02,55000.0,0,train,0.050808483910699406,0.015909090909090907,0.03437914183218499,0.07953327087090435,logistic_regression,0.050808483910699406,C
119,2025-03,106000.0,0,train,0.3140613661251397,0.4418604651162791,0.3302743520150589,0.47487039497252903,logistic_regression,0.3140613661251397,E
120,2025-02,50000.0,0,test,0.26832934430432237,0.058394160583941604,0.22107687086675432,0.1493864264040891,logistic_regression,0.26832934430432237,E
121,2025-06,45000.0,1,test,0.21790711812014518,0.3516483516483517,0.2962966319175391,0.20412278325851954,logistic_regression,0.21790711812014518,E
122,2025-09,157000.0,1,train,0.19208864204644124,0.2,0.18077417346166297,0.20412278325851954,logistic_regression,0.19208864204644124,D
123,2025-08,64000.0,0,train,0.085757117638342,0.058394160583941604,0.08373297481332166,0.07953327087090435,logistic_regression,0.085757117638342,C
124,2025-06,97000.0,0,test,0.01971422192021178,0.015909090909090907,0.03398635768900769,0.07953327087090435,logistic_regression,0.01971422192021178,A
125,2025-11,158000.0,1,train,0.03788584875458617,0.2073170731707317,0.156411552263585,0.10590629274786578,logistic_regression,0.03788584875458617,B
126,2025-07,66000.0,0,test,0.02567775764317395,0.015909090909090907,0.030688242118313135,0.07953327087090435,logistic_regression,0.02567775764317395,B
127,2025-01,61000.0,0,train,0.012586208924023288,0.015909090909090907,0.01962663580052487,0.07953327087090435,logistic_regression,0.012586208924023288,A
128,2025-10,53000.0,0,train,0.04880812014913981,0.058394160583941604,0.06409943024312714,0.07953327087090435,logistic_regression,0.04880812014913981,C
129,2025-07,106000.0,0,train,0.009431483289589355,0.015909090909090907,0.025899928853954413,0.07953327087090435,logistic_regression,0.009431483289589355,A
130,2025-08,122000.0,0,test,0.03497993041942675,0.015909090909090907,0.04501844528138732,0.07953327087090435,logistic_regression,0.03497993041942675,B
131,2025-07,44000.0,0,test,0.13685159644392556,0.058394160583941604,0.08613900497620645,0.08221641103248632,logistic_regression,0.13685159644392556,D
132,2025-07,107000.0,0,test,0.08794574798350971,0.058394160583941604,0.09702836866809034,0.10085659033985375,logistic_regression,0.08794574798350971,C
133,2025-02,30000.0,0,test,0.4252963873443319,0.5192307692307693,0.25662099700664404,0.35938614020001564,logistic_regression,0.4252963873443319,E
134,2025-07,43000.0,0,test,0.12008393031737205,0.058394160583941604,0.12387558835452209,0.08221641103248632,logistic_regression,0.12008393031737205,D
135,2025-10,161000.0,0,train,0.09119380568695194,0.07272727272727272,0.12245480934497763,0.1700056826310251,logistic_regression,0.09119380568695194,C
136,2025-04,76000.0,0,train,0.05200258302550584,0.1504424778761062,0.11020390443380311,0.12300402933802419,logistic_regression,0.05200258302550584,C
137,2025-08,51000.0,0,train,0.020178341431368516,0.015909090909090907,0.04045421529962083,0.07953327087090435,logistic_regression,0.020178341431368516,A
138,2025-01,67000.0,0,train,0.08353085210298847,0.015909090909090907,0.05795635450878607,0.10667976009525251,logistic_regression,0.08353085210298847,C
139,2025-05,46000.0,0,train,0.3624118447513789,0.3516483516483517,0.2955782320546696,0.20412278325851954,logistic_regression,0.3624118447513789,E
140,2025-06,56000.0,0,train,0.018317501074579558,0.015909090909090907,0.030916452325910653,0.07953327087090435,logistic_regression,0.018317501074579558,A
141,2025-12,94000.0,1,test,0.08877415737428784,0.058394160583941604,0.11210042518532387,0.10085659033985375,logistic_regression,0.08877415737428784,C
142,2025-03,82000.0,0,train,0.05707321704727687,0.058394160583941604,0.06422017305530894,0.08221641103248632,logistic_regression,0.05707321704727687,C
143,2025-04,79000.0,0,train,0.053017019471633633,0.058394160583941604,0.06484515726544249,0.08221641103248632,logistic_regression,0.053017019471633633,C
144,2025-05,45000.0,1,train,0.12490466301700524,0.058394160583941604,0.10798690854932527,0.10667976009525251,logistic_regression,0.12490466301700524,D
145,2025-12,70000.0,0,train,0.10246810236030607,0.04040404040404041,0.07094458082022122,0.08706756598003025,logistic_regression,0.10246810236030607,D
146,2025-11,71000.0,0,train,0.026428654612120073,0.04040404040404041,0.041642871526812786,0.07953327087090435,logistic_regression,0.026428654612120073,B
147,2025-01,236000.0,1,test,0.06085710804446205,0.07272727272727272,0.16643557394002417,0.20412278325851954,logistic_regression,0.06085710804446205,C
148,2025-03,61000.0,0,test,0.02465896111811223,0.04040404040404041,0.037757282515505246,0.07953327087090435,logistic_regression,0.02465896111811223,B
149,2025-10,31000.0,0,test,0.4579445721584842,0.3516483516483517,0.3422738849447773,0.20412278325851954,logistic_regression,0.4579445721584842,E
150,2025-01,99000.0,0,train,0.358906811296329,0.4418604651162791,0.2265365005466147,0.35855029762746055,logistic_regression,0.358906811296329,E
151,2025-11,111000.0,0,train,0.036714822091308594,0.058394160583941604,0.05884517377354525,0.07953327087090435,logistic_regression,0.036714822091308594,B
152,2025-04,30000.0,0,train,0.044622441440646386,0.015909090909090907,0.04172965648486539,0.08706756598003025,logistic_regression,0.044622441440646386,B
153,2025-12,67000.0,0,train,0.02933785173940554,0.058394160583941604,0.06015878710865114,0.07953327087090435,logistic_regression,0.02933785173940554,B
154,2025-04,114000.0,0,test,0.09785196898300157,0.058394160583941604,0.12942735927579452,0.10667976009525251,logistic_regression,0.09785196898300157,D
155,2025-06,114000.0,0,train,0.025852242506549817,0.058394160583941604,0.06487139726870073,0.08221641103248632,logistic_regression,0.025852242506549817,B
156,2025-08,70000.0,0,train,0.2546322276649336,0.5192307692307693,0.3163272154055196,0.27680609904170383,logistic_regression,0.2546322276649336,E
157,2025-02,43000.0,0,train,0.03940059616973497,0.015909090909090907,0.04265250746018281,0.08706756598003025,logistic_regression,0.03940059616973497,B
158,2025-07,29000.0,0,test,0.19934469830424328,0.058394160583941604,0.14293627388031657,0.10085659033985375,logistic_regression,0.19934469830424328,D
159,2025-07,89000.0,0,test,0.02069531203178003,0.015909090909090907,0.030286040420126607,0.07953327087090435,logistic_regression,0.02069531203178003,A
160,2025-10,143000.0,0,train,0.16427253124703767,0.16091954022988506,0.26110400119886135,0.20651652684943272,logistic_regression,0.16427253124703767,D
161,2025-12,74000.0,0,train,0.13629720671115417,0.07272727272727272,0.19480336588295688,0.1700056826310251,logistic_regression,0.13629720671115417,D
162,2025-08,260000.0,0,train,0.010173553702922803,0.058394160583941604,0.06016584773642214,0.07953327087090435,logistic_regression,0.010173553702922803,A
163,2025-05,116000.0,0,train,0.021937591378077763,0.015909090909090907,0.06714239343801857,0.07953327087090435,logistic_regression,0.021937591378077763,A
164,2025-05,55000.0,0,train,0.0773129387611479,0.058394160583941604,0.07900164850853364,0.08221641103248632,logistic_regression,0.0773129387611479,C
165,2025-06,29000.0,0,train,0.04850577228932883,0.058394160583941604,0.040785352552711984,0.07953327087090435,logistic_regression,0.04850577228932883,C
166,2025-10,42000.0,1,test,0.3469444662286592,0.3516483516483517,0.3283355802309578,0.20412278325851954,logistic_regression,0.3469444662286592,E
167,2025-04,157000.0,0,test,0.04667055700133695,0.058394160583941604,0.12847554324741448,0.08706756598003025,logistic_regression,0.04667055700133695,B
168,2025-03,92000.0,0,train,0.04259839877901128,0.058394160583941604,0.05722152545585305,0.07953327087090435,logistic_regression,0.04259839877901128,B
169,2025-05,114000.0,0,test,0.010054220844935517,0.015909090909090907,0.03775797429562899,0.07953327087090435,logistic_regression,0.010054220844935517,A
170,2025-01,61000.0,1,train,0.6540463066190269,0.7288135593220338,0.48162447426865557,0.43383720034259593,logistic_regression,0.6540463066190269,E
171,2025-02,97000.0,0,test,0.23749373278313496,0.1504424778761062,0.14622952773768855,0.1493864264040891,logistic_regression,0.23749373278313496,E
172,2025-02,81000.0,0,train,0.21658527233628344,0.2073170731707317,0.19136593212746664,0.1332765767634628,logistic_regression,0.21658527233628344,E
173,2025-10,68000.0,1,train,0.06110687923083861,0.058394160583941604,0.06905290757426476,0.08221641103248632,logistic_regression,0.06110687923083861,C
174,2025-09,58000.0,0,train,0.025683796214977222,0.015909090909090907,0.033634187703861326,0.08706756598003025,logistic_regression,0.025683796214977222,B
175,2025-09,93000.0,0,test,0.07814874659123534,0.058394160583941604,0.06790521305354943,0.10085659033985375,logistic_regression,0.07814874659123534,C
176,2025-06,204000.0,0,test,0.5592200572171167,0.16091954022988506,0.3702323388769286,0.3441373337285722,logistic_regression,0.5592200572171167,E
177,2025-09,52000.0,0,train,0.1112316779931,0.058394160583941604,0.10400288709133337,0.08221641103248632,logistic_regression,0.1112316779931,D
178,2025-02,149000.0,0,test,0.03568027612498292,0.058394160583941604,0.09612344375003598,0.10085659033985375,logistic_regression,0.03568027612498292,B
179,2025-11,25000.0,0,test,0.15301153093703296,0.2073170731707317,0.09994320679537042,0.10937343483080386,logistic_regression,0.15301153093703296,D
180,2025-07,250000.0,0,train,0.018946409962760178,0.058394160583941604,0.05431957831514363,0.08221641103248632,logistic_regression,0.018946409962760178,A
181,2025-12,82000.0,1,train,0.21060797739975806,0.5192307692307693,0.36200405604532926,0.2124946185340709,logistic_regression,0.21060797739975806,D
182,2025-02,83000.0,0,train,0.07383488360583661,0.058394160583941604,0.11450914254097404,0.08706756598003025,logistic_regression,0.07383488360583661,C
183,2025-06,126000.0,0,train,0.08787326171734351,0.058394160583941604,0.1720498927453342,0.10667976009525251,logistic_regression,0.08787326171734351,C
184,2025-09,69000.0,0,train,0.24686578557251118,0.28,0.2512680187274827,0.2442846299548746,logistic_regression,0.24686578557251118,E
185,2025-06,79000.0,1,train,0.1902181060030671,0.2,0.24116862258386038,0.1700056826310251,logistic_regression,0.1902181060030671,D
186,2025-06,112000.0,0,test,0.04119871248697787,0.058394160583941604,0.0778548711072743,0.07953327087090435,logistic_regression,0.04119871248697787,B
187,2025-02,35000.0,0,test,0.04856229282331455,0.04040404040404041,0.04194973229741066,0.07953327087090435,logistic_regression,0.04856229282331455,C
188,2025-05,44000.0,0,train,0.022350243179378903,0.015909090909090907,0.0281821745406748,0.07953327087090435,logistic_regression,0.022350243179378903,A
189,2025-03,60000.0,0,train,0.0810305992305124,0.015909090909090907,0.05878933371151903,0.0976298370716967,logistic_regression,0.0810305992305124,C
190,2025-04,82000.0,0,train,0.043507231797950026,0.058394160583941604,0.1228960486786119,0.08706756598003025,logistic_regression,0.043507231797950026,B
191,2025-09,143000.0,0,train,0.004969923742086328,0.015909090909090907,0.03298002272436955,0.07953327087090435,logistic_regression,0.004969923742086328,A
192,2025-08,98000.0,0,test,0.07711589807118559,0.058394160583941604,0.16513517575244155,0.11016910371892853,logistic_regression,0.07711589807118559,C
193,2025-08,84000.0,0,test,0.6200741693123162,0.4418604651162791,0.462045253225702,0.5289970096012291,logistic_regression,0.6200741693123162,E
194,2025-05,130000.0,0,train,0.03041669736044549,0.058394160583941604,0.06497201300182007,0.08221641103248632,logistic_regression,0.03041669736044549,B
195,2025-12,42000.0,0,train,0.034379057788840775,0.04040404040404041,0.029227305870081884,0.07953327087090435,logistic_regression,0.034379057788840775,B
196,2025-02,68000.0,0,test,0.014055549104039748,0.015909090909090907,0.02788308420684559,0.07953327087090435,logistic_regression,0.014055549104039748,A
197,2025-05,53000.0,0,train,0.044345423043914395,0.058394160583941604,0.09901769171140208,0.08221641103248632,logistic_regression,0.044345423043914395,B
198,2025-02,127000.0,0,train,0.007189945854417844,0.015909090909090907,0.01569907936195412,0.07953327087090435,logistic_regression,0.007189945854417844,A
