customer_id,statement_month,limit_balance,annual_income,sex,education,marital_status,age,age_group,credit_limit_band,utilization_ratio,payment_ratio,months_with_delay,recent_delay_flag,high_utilization_flag,income_to_limit,average_bill_amount,average_payment_amount,pay_status_1,pay_status_2,pay_status_3,pay_status_4,pay_status_5,pay_status_6,bill_amt_1,bill_amt_2,bill_amt_3,bill_amt_4,bill_amt_5,bill_amt_6,pay_amt_1,pay_amt_2,pay_amt_3,pay_amt_4,pay_amt_5,pay_amt_6,default_next_month
31,2025-06,108000.0,83212.0,female,university,married,31,30_to_39,medium,0.248,0.2855,1,0,0,0.7705,26780.17,7644.83,0,3,0,0,0,0,32988.0,23492.0,27007.0,29632.0,19085.0,28477.0,9628.0,8514.0,6596.0,11204.0,3471.0,6456.0,0
32,2025-03,50000.0,55560.0,male,university,single,21,21_to_29,low,0.3395,0.1997,1,0,0,1.1112,16975.0,3390.17,0,0,0,1,0,0,12468.0,17671.0,16885.0,18927.0,16436.0,19463.0,1900.0,3539.0,4235.0,5019.0,2937.0,2711.0,0
33,2025-02,47000.0,30339.0,male,university,married,48,40_to_49,low,0.7352,0.332,3,1,0,0.6455,34552.33,11470.17,2,0,0,1,0,1,39688.0,38052.0,32441.0,34044.0,28701.0,34388.0,8898.0,17364.0,8671.0,14076.0,7407.0,12405.0,0
34,2025-07,81000.0,48069.0,male,high_school,single,53,50_to_59,medium,0.566,0.3035,2,0,0,0.5934,45845.5,13913.0,0,0,0,0,1,1,41802.0,48311.0,46788.0,39799.0,55723.0,42650.0,10778.0,19568.0,15148.0,10925.0,17420.0,9639.0,0
35,2025-11,85000.0,34677.0,male,university,single,55,50_to_59,medium,0.1062,0.2917,0,0,0,0.408,9024.5,2632.83,0,0,0,0,0,0,8770.0,8233.0,9506.0,8467.0,8588.0,10583.0,1159.0,1934.0,2762.0,3681.0,1185.0,5076.0,0
36,2025-01,41000.0,39366.0,female,high_school,married,48,40_to_49,low,0.3425,0.3063,1,0,0,0.9601,14043.33,4301.17,0,1,0,0,0,0,15583.0,18388.0,13941.0,13240.0,10652.0,12456.0,5109.0,5213.0,5901.0,3015.0,1757.0,4812.0,0
37,2025-11,83000.0,42992.0,female,graduate,single,50,50_to_59,medium,0.7378,0.2732,4,1,0,0.518,61240.67,16728.33,1,0,3,1,3,0,55062.0,58307.0,70284.0,61744.0,60487.0,61560.0,24636.0,19054.0,14450.0,17255.0,15371.0,9604.0,0
38,2025-10,143000.0,49877.0,male,graduate,married,39,30_to_39,high,0.6191,0.2737,2,1,0,0.3488,88535.67,24228.33,2,0,0,0,0,1,87453.0,79532.0,95121.0,83327.0,98984.0,86797.0,23756.0,17659.0,45748.0,25206.0,21890.0,11111.0,0
39,2025-04,187000.0,78319.0,female,graduate,single,21,21_to_29,very_high,0.5808,0.2913,0,0,0,0.4188,108610.67,31639.5,0,0,0,0,0,0,110611.0,125497.0,98823.0,105286.0,107818.0,103629.0,15170.0,29579.0,21439.0,41257.0,33279.0,49113.0,0
40,2025-08,162000.0,65573.0,male,graduate,married,38,30_to_39,high,0.2947,0.2858,2,0,0,0.4048,47748.17,13647.5,0,1,1,0,0,0,49346.0,38404.0,58013.0,43753.0,48233.0,48740.0,7217.0,14868.0,17207.0,17290.0,15928.0,9375.0,0
41,2025-02,33000.0,24197.0,male,high_school,single,44,40_to_49,low,0.6941,0.318,1,0,0,0.7332,22904.0,7283.17,0,0,0,0,0,1,19515.0,19766.0,19871.0,26216.0,24260.0,27796.0,8116.0,5001.0,5635.0,6668.0,7853.0,10426.0,1
42,2025-10,49000.0,29096.0,female,university,single,37,30_to_39,low,0.4914,0.2792,1,1,0,0.5938,24078.33,6721.83,1,0,0,0,0,0,25451.0,25046.0,27453.0,22658.0,19618.0,24244.0,8310.0,6673.0,4759.0,8426.0,3064.0,9099.0,0
43,2025-09,144000.0,59093.0,female,graduate,married,36,30_to_39,high,0.1984,0.3773,0,0,0,0.4104,28569.5,10779.5,0,0,0,0,0,0,28409.0,24228.0,35720.0,28607.0,28295.0,26158.0,10227.0,11572.0,17594.0,8463.0,8995.0,7826.0,0
44,2025-05,73000.0,52633.0,female,university,single,28,21_to_29,medium,0.649,0.3748,3,1,0,0.721,47377.0,17756.5,1,0,0,1,0,1,37797.0,50753.0,51492.0,49406.0,49256.0,45558.0,15221.0,22649.0,20025.0,18788.0,16485.0,13371.0,0
45,2025-01,100000.0,34327.0,female,university,other,28,21_to_29,medium,0.403,0.2806,2,1,0,0.3433,40300.5,11307.0,2,0,2,0,0,0,41232.0,46245.0,41147.0,29287.0,41933.0,41959.0,6081.0,8322.0,10206.0,14117.0,12054.0,17062.0,0
46,2025-12,121000.0,88904.0,female,university,single,56,50_to_59,high,0.6958,0.286,0,0,0,0.7347,84188.33,24081.83,0,0,0,0,0,0,82570.0,99290.0,88782.0,82991.0,75794.0,75703.0,41016.0,16963.0,16276.0,16721.0,30492.0,23023.0,0
47,2025-06,182000.0,74222.0,female,graduate,married,57,50_to_59,very_high,0.4258,0.3183,0,0,0,0.4078,77491.67,24665.5,0,0,0,0,0,0,74273.0,88194.0,89681.0,77192.0,69308.0,66302.0,26778.0,19552.0,40625.0,26487.0,11130.0,23421.0,0
48,2025-11,38000.0,35039.0,male,university,other,38,30_to_39,low,0.5971,0.3378,2,0,0,0.9221,22688.33,7664.83,0,0,0,2,3,0,18927.0,22303.0,20927.0,22678.0,21841.0,29454.0,9327.0,8496.0,5370.0,8818.0,6637.0,7341.0,1
49,2025-09,55000.0,38941.0,male,graduate,married,41,40_to_49,low,0.5846,0.3244,1,0,0,0.708,32153.67,10429.67,0,0,0,1,0,0,26196.0,28721.0,34518.0,32847.0,35596.0,35044.0,8807.0,7241.0,8240.0,11289.0,16542.0,10459.0,0
50,2025-10,72000.0,35275.0,male,high_school,married,28,21_to_29,medium,0.7466,0.2309,3,1,0,0.4899,53756.33,12411.5,2,0,2,0,3,0,53414.0,50855.0,56629.0,54884.0,53091.0,53665.0,19437.0,14833.0,6008.0,7460.0,16150.0,10581.0,0
51,2025-10,78000.0,45879.0,female,graduate,single,44,40_to_49,medium,0.1174,0.3287,1,1,0,0.5882,9157.83,3010.0,1,0,0,0,0,0,9618.0,8004.0,8334.0,10676.0,8834.0,9481.0,2902.0,986.0,3825.0,2935.0,3545.0,3867.0,0
52,2025-03,57000.0,65789.0,female,high_school,married,56,50_to_59,low,0.7606,0.2152,4,1,0,1.1542,43356.17,9329.33,1,5,3,0,4,0,44352.0,40850.0,40522.0,47391.0,42086.0,44936.0,8596.0,7044.0,8967.0,11416.0,8931.0,11022.0,1
53,2025-05,122000.0,58695.0,female,high_school,married,23,21_to_29,high,0.7354,0.3566,2,0,0,0.4811,89713.0,31993.17,0,0,1,0,1,0,82193.0,78008.0,100215.0,100985.0,82890.0,93987.0,38348.0,17558.0,34462.0,46837.0,34544.0,20210.0,0
54,2025-06,97000.0,53523.0,female,graduate,married,43,40_to_49,medium,0.1944,0.3152,1,0,0,0.5518,18860.83,5944.5,0,0,1,0,0,0,18876.0,20746.0,17072.0,22220.0,18295.0,15956.0,5751.0,5245.0,4248.0,7247.0,8325.0,4851.0,0
55,2025-06,156000.0,70113.0,male,graduate,other,43,40_to_49,high,0.2748,0.2548,0,0,0,0.4494,42864.17,10921.0,0,0,0,0,0,0,36049.0,37167.0,56507.0,46254.0,37642.0,43566.0,8566.0,5232.0,27757.0,8897.0,9768.0,5306.0,0
56,2025-01,97000.0,48884.0,female,other,married,43,40_to_49,medium,0.1399,0.3264,0,0,0,0.504,13572.0,4429.83,0,0,0,0,0,0,13427.0,13939.0,13832.0,11688.0,16935.0,11611.0,6040.0,4298.0,2601.0,3587.0,5768.0,4285.0,0
57,2025-07,67000.0,46697.0,female,university,married,54,50_to_59,low,0.2615,0.3209,1,1,0,0.697,17519.5,5622.33,1,0,0,0,0,0,19935.0,15807.0,18613.0,17709.0,16237.0,16816.0,5258.0,5601.0,8381.0,6494.0,4427.0,3573.0,0
58,2025-02,82000.0,53963.0,male,university,single,58,50_to_59,medium,0.8041,0.2563,3,0,1,0.6581,65934.17,16899.17,0,2,0,2,3,0,72726.0,69870.0,72190.0,56370.0,69646.0,54803.0,17388.0,16098.0,25833.0,12504.0,10857.0,18715.0,1
59,2025-09,119000.0,67691.0,female,graduate,married,36,30_to_39,medium,0.5671,0.2283,3,0,0,0.5688,67479.17,15405.5,0,2,1,0,0,1,66881.0,46868.0,63603.0,63534.0,87554.0,76435.0,27545.0,5999.0,25096.0,11140.0,14160.0,8493.0,0
60,2025-09,67000.0,64727.0,female,graduate,married,45,40_to_49,low,0.4405,0.3112,0,0,0,0.9661,29513.67,9185.5,0,0,0,0,0,0,27374.0,31859.0,36117.0,28517.0,23934.0,29281.0,7038.0,8574.0,10360.0,7869.0,7419.0,13853.0,0
61,2025-12,95000.0,32855.0,female,university,married,39,30_to_39,medium,0.0918,0.2145,0,0,0,0.3458,8719.67,1870.33,0,0,0,0,0,0,7968.0,8368.0,10470.0,8232.0,8238.0,9042.0,2059.0,1945.0,1790.0,1352.0,2193.0,1883.0,0
62,2025-09,41000.0,29202.0,male,high_school,single,32,30_to_39,low,0.4775,0.3597,0,0,0,0.7122,19577.0,7041.17,0,0,0,0,0,0,19514.0,19167.0,17982.0,20175.0,18854.0,21770.0,8782.0,5174.0,5708.0,9145.0,3869.0,9569.0,0
63,2025-05,101000.0,46720.0,male,graduate,married,41,40_to_49,medium,0.8448,0.2944,6,1,1,0.4626,85322.0,25123.0,2,1,1,3,4,1,84897.0,90257.0,85463.0,96030.0,81484.0,73801.0,28613.0,34219.0,31843.0,25083.0,21576.0,9404.0,1
64,2025-12,46000.0,28849.0,female,high_school,married,45,40_to_49,low,0.2336,0.2591,1,0,0,0.6272,10746.83,2785.0,0,0,2,0,0,0,10438.0,11538.0,11235.0,12244.0,11002.0,8024.0,2137.0,5583.0,2631.0,1808.0,3560.0,991.0,0
65,2025-05,45000.0,24545.0,male,university,other,40,40_to_49,low,0.4426,0.3061,1,0,0,0.5454,19919.17,6098.17,0,0,1,0,0,0,19374.0,16242.0,18009.0,21716.0,22747.0,21427.0,3025.0,5719.0,7068.0,7982.0,7772.0,5023.0,0
66,2025-04,118000.0,70056.0,male,graduate,single,29,21_to_29,medium,0.4276,0.3178,2,0,0,0.5937,50460.83,16034.67,0,2,0,0,0,1,44622.0,52792.0,49584.0,52938.0,55411.0,47418.0,12628.0,11986.0,22054.0,15263.0,19514.0,14763.0,0
67,2025-11,79000.0,52704.0,male,university,single,33,30_to_39,medium,0.9081,0.2758,3,1,1,0.6671,71737.0,19783.33,2,1,0,1,0,0,69290.0,71769.0,82950.0,55873.0,79041.0,71499.0,17911.0,20333.0,35526.0,10768.0,15333.0,18829.0,1
68,2025-05,40000.0,30050.0,female,graduate,single,33,30_to_39,low,0.3113,0.2978,0,0,0,0.7512,12451.33,3708.33,0,0,0,0,0,0,13842.0,10455.0,12205.0,12421.0,13060.0,12725.0,2807.0,4680.0,3549.0,2424.0,4053.0,4737.0,0
69,2025-01,70000.0,41183.0,female,university,single,30,30_to_39,low,0.6362,0.2933,3,0,0,0.5883,44537.33,13061.33,0,2,0,0,1,1,53782.0,42557.0,51314.0,38319.0,38713.0,42539.0,26841.0,15856.0,13426.0,4616.0,12263.0,5366.0,1
70,2025-06,43000.0,42174.0,male,university,other,41,40_to_49,low,0.716,0.2716,4,0,0,0.9808,30788.5,8361.33,0,1,1,2,2,0,29510.0,31976.0,32109.0,28348.0,31688.0,31100.0,6754.0,13026.0,8894.0,5963.0,4465.0,11066.0,1
71,2025-10,86000.0,49187.0,female,university,single,42,40_to_49,medium,0.5007,0.3631,2,1,0,0.5719,43057.67,15634.83,3,0,0,0,3,0,41952.0,43757.0,45359.0,48626.0,39796.0,38856.0,5590.0,20727.0,11462.0,22516.0,14911.0,18603.0,1
72,2025-03,61000.0,33481.0,male,graduate,married,48,40_to_49,low,0.7887,0.2606,3,0,0,0.5489,48107.67,12538.0,0,0,0,1,1,1,54860.0,43513.0,53634.0,48006.0,46552.0,42081.0,9025.0,19872.0,10557.0,11360.0,13234.0,11180.0,1
73,2025-06,30000.0,25804.0,male,university,single,29,21_to_29,very_low,0.7013,0.2569,2,1,0,0.8601,21039.67,5404.67,2,0,0,0,2,0,23260.0,16675.0,22223.0,19601.0,21303.0,23176.0,3196.0,4443.0,5355.0,7757.0,2537.0,9140.0,0
74,2025-02,55000.0,56684.0,female,university,single,32,30_to_39,low,0.2878,0.3112,1,0,0,1.0306,15826.67,4924.5,0,0,0,0,0,2,14057.0,13386.0,16592.0,16726.0,17059.0,17140.0,3351.0,4568.0,5094.0,2191.0,8341.0,6002.0,0
75,2025-09,35000.0,23925.0,male,university,other,54,50_to_59,low,0.653,0.3096,2,0,0,0.6836,22856.0,7075.17,0,0,0,2,0,1,26182.0,20651.0,24480.0,21512.0,21522.0,22789.0,4815.0,6087.0,8428.0,5995.0,8902.0,8224.0,0
76,2025-06,113000.0,41326.0,male,university,married,36,30_to_39,medium,0.3904,0.3624,1,0,0,0.3657,44112.83,15984.5,0,0,2,0,0,0,45948.0,48368.0,41795.0,43317.0,48170.0,37079.0,17065.0,15790.0,17343.0,17448.0,17013.0,11248.0,0
77,2025-04,55000.0,45991.0,male,graduate,single,38,30_to_39,low,0.1924,0.3325,1,0,0,0.8362,10580.17,3517.67,0,0,0,0,1,0,8989.0,11602.0,10632.0,11741.0,9961.0,10556.0,3285.0,3825.0,4031.0,5253.0,2829.0,1883.0,0
78,2025-03,36000.0,43269.0,female,university,single,36,30_to_39,low,0.3035,0.2867,2,1,0,1.2019,10924.83,3132.33,1,0,0,0,1,0,10685.0,11162.0,9821.0,12364.0,11255.0,10262.0,1591.0,4878.0,2533.0,3139.0,3797.0,2856.0,0
79,2025-07,57000.0,50671.0,male,university,other,49,40_to_49,low,0.0896,0.2921,0,0,0,0.889,5105.33,1491.17,0,0,0,0,0,0,4859.0,4736.0,5751.0,4841.0,5587.0,4858.0,2113.0,2058.0,1001.0,1019.0,2079.0,677.0,0
80,2025-09,157000.0,89175.0,female,university,other,50,50_to_59,high,0.5208,0.3422,1,0,0,0.568,81768.67,27977.83,0,0,0,0,0,1,100150.0,78844.0,79078.0,70530.0,85254.0,76756.0,40919.0,22440.0,35172.0,18593.0,25757.0,24986.0,0
81,2025-12,46000.0,26940.0,male,graduate,single,49,40_to_49,low,0.3892,0.28,1,0,0,0.5857,17902.0,5013.33,0,1,0,0,0,0,18903.0,21095.0,15327.0,18909.0,16993.0,16185.0,5191.0,6055.0,3717.0,3408.0,3997.0,7712.0,0
82,2025-06,149000.0,65849.0,male,university,married,38,30_to_39,high,0.2617,0.2901,1,0,0,0.4419,38993.17,11313.67,0,0,0,0,0,1,39655.0,32026.0,42248.0,37609.0,43291.0,39130.0,10105.0,10502.0,20194.0,12120.0,5709.0,9252.0,0
83,2025-02,39000.0,18000.0,male,university,single,29,21_to_29,low,0.3863,0.2724,0,0,0,0.4615,15067.33,4103.67,0,0,0,0,0,0,15379.0,15529.0,15086.0,14676.0,15888.0,13846.0,2969.0,5926.0,2922.0,2269.0,7306.0,3230.0,0
84,2025-10,129000.0,81823.0,female,university,married,57,50_to_59,high,0.0754,0.2718,0,0,0,0.6343,9727.17,2643.67,0,0,0,0,0,0,11881.0,8976.0,11556.0,8997.0,7892.0,9061.0,3426.0,2845.0,3697.0,2915.0,1104.0,1875.0,0
85,2025-08,42000.0,18000.0,female,high_school,single,47,40_to_49,low,0.4948,0.3171,1,0,0,0.4286,20780.0,6589.67,0,0,1,0,0,0,19925.0,22009.0,22717.0,20172.0,21489.0,18368.0,5872.0,9182.0,8122.0,5414.0,7327.0,3621.0,0
86,2025-09,140000.0,108002.0,female,high_school,married,33,30_to_39,high,0.3882,0.261,0,0,0,0.7714,54354.0,14185.5,0,0,0,0,0,0,49024.0,50101.0,60539.0,51866.0,54851.0,59743.0,13337.0,12522.0,11360.0,24004.0,14467.0,9423.0,0
87,2025-02,123000.0,44777.0,female,graduate,other,52,50_to_59,high,0.3372,0.25,3,1,0,0.364,41469.5,10365.83,3,0,0,0,1,2,47849.0,35373.0,41733.0,39109.0,41670.0,43083.0,6478.0,12532.0,6932.0,16048.0,5155.0,15050.0,0
88,2025-04,156000.0,78348.0,female,university,single,33,30_to_39,high,0.6975,0.2819,2,0,0,0.5022,108809.5,30674.17,0,2,3,0,0,0,106688.0,123976.0,109144.0,94258.0,107833.0,110958.0,17748.0,49999.0,20164.0,16058.0,43347.0,36729.0,0
89,2025-10,105000.0,71848.0,male,university,single,52,50_to_59,medium,0.1549,0.3789,1,0,0,0.6843,16262.67,6161.33,0,0,0,1,0,0,18307.0,15990.0,17554.0,12424.0,17889.0,15412.0,8100.0,4197.0,8659.0,5449.0,3918.0,6645.0,0
90,2025-10,52000.0,28803.0,female,other,single,53,50_to_59,low,0.4036,0.2704,4,0,0,0.5539,20986.33,5675.33,0,1,1,0,1,1,21887.0,23369.0,16334.0,23136.0,18235.0,22957.0,3869.0,3693.0,4186.0,9932.0,6297.0,6075.0,0
91,2025-06,88000.0,45345.0,male,graduate,single,29,21_to_29,medium,0.4639,0.3451,3,1,0,0.5153,40825.17,14087.0,1,0,2,0,1,0,42491.0,34411.0,33970.0,45300.0,45981.0,42798.0,17514.0,13870.0,7029.0,18608.0,12436.0,15065.0,1
92,2025-10,66000.0,32060.0,male,university,single,44,40_to_49,low,0.95,0.2771,6,1,1,0.4858,62699.83,17374.0,1,1,2,2,1,1,69300.0,61767.0,64511.0,65703.0,45618.0,69300.0,23042.0,22928.0,14104.0,12966.0,18074.0,13130.0,1
93,2025-11,70000.0,63428.0,female,university,single,46,40_to_49,low,0.4516,0.3582,0,0,0,0.9061,31613.33,11325.0,0,0,0,0,0,0,32288.0,31127.0,27575.0,28427.0,31354.0,38909.0,12173.0,9814.0,13742.0,10435.0,11247.0,10539.0,0
94,2025-05,140000.0,44147.0,male,graduate,other,64,60_plus,high,0.1107,0.2544,2,1,0,0.3153,15500.5,3942.83,3,1,0,0,0,0,18212.0,16040.0,14823.0,14628.0,12783.0,16517.0,3645.0,2868.0,2291.0,4869.0,3267.0,6717.0,0
95,2025-11,34000.0,32305.0,male,university,single,31,30_to_39,low,0.3112,0.2123,0,0,0,0.9501,10580.67,2246.17,0,0,0,0,0,0,9239.0,8726.0,12220.0,9917.0,13307.0,10075.0,1628.0,2204.0,1544.0,1386.0,5186.0,1529.0,0
96,2025-04,141000.0,57103.0,female,university,married,52,50_to_59,high,0.2475,0.3712,2,0,0,0.405,34900.0,12956.17,0,0,1,0,0,1,37470.0,34757.0,36100.0,30691.0,33138.0,37244.0,10610.0,15092.0,10925.0,12663.0,12646.0,15801.0,0
97,2025-03,58000.0,36182.0,female,graduate,single,38,30_to_39,low,0.4517,0.3775,1,0,0,0.6238,26199.0,9889.33,0,0,1,0,0,0,24321.0,28875.0,28715.0,24055.0,26328.0,24900.0,8618.0,11593.0,10085.0,11904.0,7797.0,9339.0,0
